Date,Stock Price
2023-01-01,59.22122361347854
2023-01-02,116.25505485020248
2023-01-03,137.27265897373883
2023-01-04,200.22484624943246
2023-01-05,151.0271521054069
2023-01-06,320.864016314135
2023-01-07,420.0615899066168
2023-01-08,212.52080414695024
2023-01-09,488.1177104861173
2023-01-10,491.6705729288914
2023-01-11,445.73017305490146
2023-01-12,192.90723146060586
2023-01-13,367.2020294878395
2023-01-14,481.8439999511618
2023-01-15,382.70615694037934
2023-01-16,120.85300986675766
2023-01-17,362.78538630436384
2023-01-18,116.06742882316225
2023-01-19,228.42446410513884
2023-01-20,255.75119481692917
2023-01-21,145.26231916235568
2023-01-22,207.14345454038408
2023-01-23,326.84158458452157
2023-01-24,138.03270784925678
2023-01-25,97.66277305047703
2023-01-26,329.24168426391384
2023-01-27,200.5942480903777
2023-01-28,124.9599114333602
2023-01-29,56.74353689977315
2023-01-30,71.2016364079548
2023-01-31,238.1085518888181
2023-02-01,424.98861354926686
2023-02-02,287.80895400187217
2023-02-03,153.59931185774042
2023-02-04,83.05758254669388
2023-02-05,358.6732079069686
2023-02-06,465.89505211137845
2023-02-07,445.9291553428081
2023-02-08,294.31135825562365
2023-02-09,248.05337983574034
2023-02-10,221.3478971842176
2023-02-11,434.82023392084676
2023-02-12,387.5655228585006
2023-02-13,205.50842812355145
2023-02-14,264.16388927685887
2023-02-15,470.56213282806897
2023-02-16,258.1066534095932
2023-02-17,469.9351754379747
2023-02-18,392.82398222914446
2023-02-19,174.3768459449995
2023-02-20,177.14425200946445
2023-02-21,278.80822030220486
2023-02-22,467.3712410854081
2023-02-23,463.5604247998575
2023-02-24,353.96646059761076
2023-02-25,292.4755439278116
2023-02-26,73.57498361864549
2023-02-27,211.8622435624812
2023-02-28,335.168631982072
2023-03-01,334.8893175453813
2023-03-02,115.78688790232589
2023-03-03,208.17534950338444
2023-03-04,342.81271463405415
2023-03-05,367.68471261012525
2023-03-06,388.9702746922708
2023-03-07,86.2943818056566
2023-03-08,129.66885492790004
2023-03-09,50.857147943797884
2023-03-10,73.45044308079261
2023-03-11,145.83751955486034
2023-03-12,269.6717067317536
2023-03-13,129.56818018746685
2023-03-14,129.10144970110628
2023-03-15,164.59573457207256
2023-03-16,360.7872360240651
2023-03-17,340.6881943437301
2023-03-18,388.7413906542019
2023-03-19,72.22483915447452
2023-03-20,363.48109524801544
2023-03-21,173.28252419804096
2023-03-22,485.90003478223576
2023-03-23,374.00401275020573
2023-03-24,327.19799058712243
2023-03-25,227.5454943229494
2023-03-26,166.6965187844384
2023-03-27,77.13157633826245
2023-03-28,335.99387545953374
2023-03-29,91.89976297706917
2023-03-30,456.7970533448149
2023-03-31,196.35170101426223
2023-04-01,420.0152915071881
2023-04-02,227.91222805390834
2023-04-03,398.273076800791
2023-04-04,260.81191809397114
2023-04-05,333.11503608365894
2023-04-06,82.08706855753957
2023-04-07,110.30581150080948
2023-04-08,306.3430419507415
2023-04-09,470.09186272287087
2023-04-10,95.2786705826794
2023-04-11,98.62604594399536
2023-04-12,214.339670715274
2023-04-13,95.59019577918582
2023-04-14,381.8496567698514
2023-04-15,490.74318991728734
2023-04-16,182.87582746208753
2023-04-17,186.38731490041405
2023-04-18,362.18260737846657
2023-04-19,83.04047629419821
2023-04-20,203.8016869670183
2023-04-21,65.2130828827011
2023-04-22,100.00498701289612
2023-04-23,304.73393099439613
2023-04-24,425.02401338977205
2023-04-25,57.85288853795914
2023-04-26,404.4622927235665
2023-04-27,235.27720771700172
2023-04-28,283.52958322621095
2023-04-29,55.29130846820043
2023-04-30,114.52446654025442
2023-05-01,173.27132104946398
2023-05-02,400.08595734478814
2023-05-03,422.1810265978294
2023-05-04,168.53714385904232
2023-05-05,455.13975813517095
2023-05-06,288.91597676877655
2023-05-07,215.4490347905582
2023-05-08,499.9173726401445
2023-05-09,294.0938570060505
2023-05-10,436.2461224096647
2023-05-11,205.99220944969065
2023-05-12,153.06308124859044
2023-05-13,468.25997482765587
2023-05-14,197.2773122176911
2023-05-15,227.54133666462212
2023-05-16,439.5344690877
2023-05-17,265.9091168307531
2023-05-18,245.94038449376805
2023-05-19,219.7845858122914
2023-05-20,360.90659045642127
2023-05-21,413.355344203899
2023-05-22,357.68054860969784
2023-05-23,132.97799516841405
2023-05-24,197.09830466760488
2023-05-25,76.89135305745533
2023-05-26,417.83443991670504
2023-05-27,130.89705067043374
2023-05-28,145.8089877724227
2023-05-29,276.7091225684668
2023-05-30,86.77076362369826
2023-05-31,335.756516289152
2023-06-01,295.26061080356675
2023-06-02,342.96900125555607
2023-06-03,154.66309593410432
2023-06-04,364.825880665411
2023-06-05,480.0010490980556
2023-06-06,341.2292171131419
2023-06-07,382.5026218213489
2023-06-08,80.15235161979771
2023-06-09,94.58397679628646
2023-06-10,347.7571109350501
2023-06-11,332.2190663625299
2023-06-12,416.25897404637755
2023-06-13,348.60229437622075
2023-06-14,377.71749927197874
2023-06-15,477.32696218210515
2023-06-16,301.1986568725996
2023-06-17,120.96590589276543
2023-06-18,418.02156399845967
2023-06-19,386.4104918107983
2023-06-20,290.7268934328446
2023-06-21,392.5810241356296
2023-06-22,462.5847458682052
2023-06-23,56.39645667204621
2023-06-24,289.6790357684972
2023-06-25,329.4246590410315
2023-06-26,343.0230166414928
2023-06-27,398.193529346064
2023-06-28,420.38854522952386
2023-06-29,399.31260472425686
2023-06-30,482.64642481495093
2023-07-01,437.90981590337447
2023-07-02,230.64035653202237
2023-07-03,281.7359199493782
2023-07-04,393.03266959971006
2023-07-05,468.0922131503361
2023-07-06,383.5665548048672
2023-07-07,445.11985753834307
2023-07-08,263.99197970231137
2023-07-09,86.66298758569505
2023-07-10,257.8728787256592
2023-07-11,357.67698671269426
2023-07-12,340.2255154419941
2023-07-13,224.58658393700907
2023-07-14,113.69162358696636
2023-07-15,227.4987175599092
2023-07-16,450.67094859828467
2023-07-17,194.37230474773025
2023-07-18,417.26324351613675
2023-07-19,92.25259299089561
2023-07-20,89.40274241197258
2023-07-21,238.28456446551564
2023-07-22,329.89218132791166
2023-07-23,262.6428733051647
2023-07-24,412.87810864806875
2023-07-25,215.11958415118178
2023-07-26,491.5832299865926
2023-07-27,478.8726067612043
2023-07-28,77.96158995596001
2023-07-29,346.34266258193617
2023-07-30,117.79033474679589
2023-07-31,351.7251487049761
2023-08-01,352.82528311584434
2023-08-02,182.42410129971924
2023-08-03,194.60492259196727
2023-08-04,143.07998013814267
2023-08-05,347.84688729013106
2023-08-06,188.60469524549907
2023-08-07,64.750984246525
2023-08-08,58.95046847028414
2023-08-09,406.30903928233215
2023-08-10,170.30983006808702
2023-08-11,160.31629912008373
2023-08-12,387.31366827871886
2023-08-13,370.9204226994457
2023-08-14,279.375545212877
2023-08-15,449.78950934977837
2023-08-16,465.49537165129084
2023-08-17,456.5618584250523
2023-08-18,325.0371245854439
2023-08-19,464.987131959433
2023-08-20,84.46354068557997
2023-08-21,263.16368151363474
2023-08-22,238.11467841610366
2023-08-23,215.36323656492243
2023-08-24,344.5766868788397
2023-08-25,85.41449770560158
2023-08-26,296.41970884597583
2023-08-27,179.6362522504738
2023-08-28,84.84523025839871
2023-08-29,487.7513986583665
2023-08-30,69.20151497710324
2023-08-31,398.9726627708439
2023-09-01,163.9288746060143
2023-09-02,195.43728536768174
